Series Name,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Government expenditure on education, total (% of government expenditure)",Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.47893333,17.95158768,17.81918144,17.40725899,17.81688881,17.62004471,18.16244507,18.20030594,17.9200573,18.0984726,17.51799965,17.53685188,17.01323509,16.42277908,15.28184414,16.17285538,16.25656891,15.61931038,15.38186264,14.6169796,14.97884846,14.36475658,14.49369907,15.80064011,15.52501392,14.28443909,14.25197411,..
"Government expenditure on education, total (% of government expenditure)",Eswatini,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.75299072,20.3789196,..,..,..,..,20.46323013,21.77708054,25.08986092,23.47705078,..,..,..,20.03243065,20.65967941,21.84551048,..,..,20.43320084,18.74508095,19.65617943,17.29376984,22.06381989,21.10407066,20.89185905,22.70756912,..,21.81324005,19.38637924,18.28302956,22.33392906,17.58309174,17.23399734,24.79544067,16.41538811,16.55491066,18.66627502,17.22101212,18.50689697,15.89053917,15.3408699,16.62093163
"Government expenditure on education, total (% of government expenditure)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.35554028,12.48698997,12.1781702,9.701319695,11.82013035,10.0891304,10.32174969,..,..,..,..,..,..,13.26484013,..,..,13.04413986,14.86991978,..,..,14.9077301,14.46177006,16.18774986,..,..,..,23.97537994,24.69944954,26.35573006,23.58374977,26.30404091,29.67443085,30.53953934,27.02109909,25.91838074,23.66403961,23.01336288,23.32417107,22.99175644,20.92220306,22.44771957,23.56204224,23.00640297
"Government expenditure on education, total (% of government expenditure)",Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Fiji,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.00093079,20.53511047,21.7585907,19.63863945,21.03780937,..,23.74914932,20.26613045,20.84329033,23.17040062,17.36972046,15.85361958,..,15.23478985,16.70896912,14.30039024,16.17557526,17.39185524,16.7116375,14.82471848,14.93481159,14.04977894,16.39175224,14.46442318,..
"Government expenditure on education, total (% of government expenditure)",Finland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.34987736,11.49266243,11.47163486,11.72791481,11.69992256,12.21870327,12.4842577,12.6149435,12.75793839,12.66499901,12.46187019,12.44333553,12.41471386,12.19075775,11.99967384,12.13768482,11.97931862,11.55808258,11.20705986,11.07443428,10.97220707,10.87608814,10.54007053,10.39947319,10.5227766,10.2389679,10.23112202,..
"Government expenditure on education, total (% of government expenditure)",France,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.50099659,10.445261,10.43424702,10.60198402,10.77921581,10.83897209,10.87718105,10.95771408,10.82018566,10.48044205,10.35512638,10.35643482,10.09424782,10.11413097,9.922377586,9.921668053,9.737814903,9.612243652,9.598536491,9.594199181,9.590435028,9.541593552,9.546895027,9.565526009,9.481998444,8.822711945,8.875411034,..
"Government expenditure on education, total (% of government expenditure)",French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Gabon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.20018005,..,..,..,..,..,7.058110237,11.34815979,17.70648956,..,..,..,..,..,..,..,..,..,13.33041954,13.53407955,12.58226967,8.737569809,11.22548962,11.61052132,10.30154228,15.27667141,14.61462688,14.0744772,15.76416492,15.35516357,13.80337906
"Government expenditure on education, total (% of government expenditure)","Gambia, The",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.92179966,8.205269814,10.94752026,8.468839645,5.029540062,5.344170094,5.360760212,7.297500134,18.88171005,13.29374027,17.61123085,15.11833,13.79553032,10.58541965,11.75232029,11.03293037,10.44995975,13.30949306,11.35991955,14.09726143,14.2760601,15.62181854,14.48432827
"Government expenditure on education, total (% of government expenditure)",Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.46542168,10.87138081,11.42596912,12.68475628,13.17110157,13.4539814,12.50109482,13.91570473,11.5538969,13.08142185,10.90174484,11.96104527,9.313008308,8.878415108,8.733519554,8.995471001,9.265166283,9.820213318,12.01122379,12.50749397,14.10989475,15.01032257,15.11464214,14.27200699,14.14191246,12.06711292,12.46901035,..
"Government expenditure on education, total (% of government expenditure)",Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.461963654,9.049964905,9.237968445,9.16286087,7.505643368,8.579226494,8.706572533,8.634325981,8.58439827,8.528443336,8.755450249,8.707961082,8.642513275,8.771615982,8.78028965,8.906779289,9.044315338,8.92984581,9.018068314,9.113441467,9.511645317,9.517230034,9.709711075,9.748104095,9.638143539,9.477829933,9.48073101,9.638201714,9.719875336,9.198676109,8.847078323,..
"Government expenditure on education, total (% of government expenditure)",Ghana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.641880035,7.748139858,13.8319397,..,..,..,34.30920029,24.66799927,23.93285942,..,..,..,..,..,..,..,..,..,..,14.8927002,..,15.74110985,..,..,22.37924957,23.42996025,24.16197968,22.31702042,24.03750038,22.49513054,20.69614029,30.63430977,26.58139038,21.22220993,20.98513985,23.80879974,22.09332085,20.09763908,18.59816933,14.27171898,13.62947464,12.16741467,13.17930412
"Government expenditure on education, total (% of government expenditure)",Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.220170021
"Government expenditure on education, total (% of government expenditure)",Greece,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.000473976,8.175086975,8.988808632,8.067892075,8.125618935,8.316392899,8.072037697,8.548779488,9.13454628,8.625401497,9.244790077,8.089784622,7.636775494,7.426870346,7.636618614,7.824027061,8.200703621,8.087697983,7.169329643,8.53313446,7.683336735,8.05513382,8.032671928,8.456664085,8.355419159,7.539191723,7.111895561,..
"Government expenditure on education, total (% of government expenditure)",Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Grenada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.95366001,..,..,..,..,..,..,15.55981064,14.7207737,10.70311832,..,11.79899883,9.902500153,..,14.04117012,10.08057308,..,..,10.05946445,9.872722626
"Government expenditure on education, total (% of government expenditure)",Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Guatemala,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1296463,18.52783012,18.06362343,18.09382629,18.27232552,18.54369736,19.05345345,19.55177879,19.3998909
"Government expenditure on education, total (% of government expenditure)",Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.996529579,11.53744984,11.44849968,..,..,..,..,..,14.65855026,15.19596958,10.31575966,13.06431961,11.62475014,12.31330013,10.94746971,..,..,15.67825985,13.58339977,12.43832016,14.25930977,9.46061039,14.13280964,11.98950958,11.59877968,15.76885986,13.37679005,14.87012005,12.40536022,14.29006004,11.50166798,11.94969559
"Government expenditure on education, total (% of government expenditure)",Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.74309921,..,..,..,..,..,..,..,..,..,..,9.069239616,10.19974041,14.53979969,16.19137955,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Guyana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.68779945,17.65683937,16.55555916,16.90000916,13.81455994,11.08073997,13.8234396,13.48169041,11.52616024,..,10.33821011,11.96580982,11.82289982,10.25959015,..,18.87751961,17.91942024,18.81353951,17.73406029,16.15208054,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.98414993,14.56777954,13.10721016,15.41333008,14.64414024,12.86167049,11.63804054,16.1069355,13.12404442
"Government expenditure on education, total (% of government expenditure)",Honduras,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.88875008,17.87564087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.86407089,25.65361977,24.64455986,..,..,23.15510941,..,..,..,13.50414085
"Government expenditure on education, total (% of government expenditure)","Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.12296104,19.78225136,19.93516159,18.26066017,20.04907799,19.76203537,17.60884857,18.1912632,19.39173698,17.52163124,17.73590851,16.26137924,17.50524902,16.78307343,17.04660034,17.836483,19.68011093,17.4856205,12.821702,..,..
"Government expenditure on education, total (% of government expenditure)",Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.08141518,10.48455715,10.8694582,10.25644302,10.5633297,11.23305416,11.35202408,11.11952782,13.05132294,12.08970928,12.14680195,11.51811981,11.05704594,10.86712456,10.61416245,11.23140526,10.29437447,9.522100449,9.414786339,10.39120007,10.3242197,10.60550213,10.83948994,10.85924339,10.19274426,9.333879471,10.36329174,..
"Government expenditure on education, total (% of government expenditure)",Iceland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.47620296,15.44133854,15.53201389,18.17838097,18.72737694,18.10956955,18.60569,17.33946991,17.10422134,16.61261177,11.85544682,14.10290718,14.68791294,14.07245159,14.55964661,15.50009155,15.1298275,15.61505795,14.39814854,15.80996132,15.99001312,16.13585663,15.87585068,15.61394787,..
"Government expenditure on education, total (% of government expenditure)",India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.32223034,14.15927029,16.95982933,16.73051071,..,..,12.41079998,11.19686031,11.20845985,11.69371033,..,..,11.19120026,11.83368015,13.56490993,..,14.05018044,..,16.33423042,17.15530205,13.54925537,..,14.99843025,14.71894455,14.64736176,..
"Government expenditure on education, total (% of government expenditure)",Indonesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.451334,16.16484261,18.01392365,18.54828453,16.96810913,16.3005867,16.45954704,16.713871,21.07878494,16.11047935,16.79570961,17.33811378,17.94368362,16.06781578,..
"Government expenditure on education, total (% of government expenditure)","Iran, Islamic Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.3469696,20.63261986,23.71528053,..,14.54695988,13.56692028,..,..,20.11292076,20.6338501,24.42416954,26.50642967,22.13546944,21.52145004,21.89969063,19.45677948,20.03128052,22.38460922,18.56262016,19.25691032,20.15138054,17.3957901,21.67350006,19.66486931,18.56875038,19.44543076,20.30521011,21.14603996,21.24452972,22.66550064,..,..
"Government expenditure on education, total (% of government expenditure)",Iraq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Ireland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.10528755,14.58813763,12.19583988,12.35173607,12.48269558,12.9388895,12.73104668,12.14407253,12.57019711,12.50687599,12.43511677,11.95331573,12.13832664,11.32608795,10.19272709,..,..,..,..,..,..,..,..,12.47525311,..,11.87757587,12.02367306,..
"Government expenditure on education, total (% of government expenditure)",Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.72212791,15.65158558,14.53644466,15.26760292,15.33865643,14.9999361,14.9114542,15.39008427,15.61715698,15.57397556,16.43940926,16.4648304,17.05217171,17.26696205,17.86891174,18.11240959,18.06420326,18.21081352,18.10264778,18.10598564,15.68691826,18.4275074,..
"Government expenditure on education, total (% of government expenditure)",Italy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.451828003,8.727201462,9.021954536,9.220395088,9.38837719,9.321593285,9.335922241,9.507875443,9.636210442,9.217766762,9.408569336,9.153533936,9.450937271,8.963028908,8.864780426,8.706913948,8.25843811,8.018429756,8.021048546,7.942351341,7.943844795,7.862373352,7.917691231,8.11164093,8.047363281,7.493881702,7.437161922,..
"Government expenditure on education, total (% of government expenditure)",Jamaica,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3537693,12.75156975,12.79800034,18.38850975,15.36104012,15.53602028,15.39999008,..,..,16.79660034,19.9911499,18.36392975,13.36233997,11.73301983,14.26937008,..,17.17304993,19.11938095,17.55283928,16.10293961,18.58193016,18.80925941,20.57386017,21.79748917,20.05147934,19.14512062,18.40254021,18.58399963,17.31398964,..,17.41790009,..
"Government expenditure on education, total (% of government expenditure)",Japan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.327170372,9.393992424,9.412751198,9.127755165,8.930509567,8.784498215,8.537052155,8.504339218,8.463807106,8.534481049,8.374353409,8.196087837,8.153197289,8.129384041,8.146375656,7.292849541,7.427923203,..
"Government expenditure on education, total (% of government expenditure)",Jordan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.760239601,9.880080223,9.824379921,13.08642006,..,..,..,..,..,..,21.56406021,18.41102982,..,14.66425991,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.15015984,11.19604969,9.825320244,9.949090004,..,9.684479713,9.535869598
"Government expenditure on education, total (% of government expenditure)",Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.69471455,14.67897415,15.12289238,14.50760078,14.81047249,..,..,..,..,..,16.93131638,18.1045742,19.25287056,17.96060753,17.32483292,16.81945801,19.60174561,14.34188271,17.90452003,18.96017456,20.16492653,24.0871315,..
"Government expenditure on education, total (% of government expenditure)",Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.92133331,..,..
"Government expenditure on education, total (% of government expenditure)",Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.20198822,17.98504829,16.7226162,16.6651516,13.74774837,12.88805485,12.54888439,15.1397171,12.19363499,12.45644855,12.90967941,18.89857292
"Government expenditure on education, total (% of government expenditure)","Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)","Korea, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.65295982,14.30253983,14.29845047,14.31293011,13.83082008,12.83170986,..,..
"Government expenditure on education, total (% of government expenditure)",Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Kuwait,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.397489548,..,..,..,11.32546043,13.09107018,..,..,..,18.01417923,15.25835991,..,14.95361042,13.85410976,13.37001038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure on education, total (% of government expenditure)",Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.25902748,19.0759449,20.66987038,19.67629433,20.14392471,20.06521797,20.81489754,19.71117401,..
